mRNA.MSTRG.2853.1	GO:0008168; GO:0017000; GO:0032259
mRNA.MSTRG.4115.1	GO:0008168; GO:0017000; GO:0032259
mRNA.MSTRG.1294.1	GO:0009507; GO:0042644; GO:0009570; GO:0042651; GO:0003729; GO:0003727; GO:0010239; GO:0009658; GO:0045727
mRNA.MSTRG.18304.1	GO:0009507; GO:0042644; GO:0009570; GO:0042651; GO:0003729; GO:0003727; GO:0010239; GO:0009658; GO:0045727
mRNA.MSTRG.4578.1	GO:0009507; GO:0042644; GO:0009570; GO:0042651; GO:0003729; GO:0003727; GO:0010239; GO:0009658; GO:0045727
mRNA.MSTRG.14830.1	noMatch
mRNA.MSTRG.16337.1	GO:0009941; GO:0005737; GO:0005730; GO:0005654; GO:0005634; GO:0009506; GO:0030687; GO:0005524; GO:0016887; GO:0009738; GO:0009553; GO:0048638; GO:0000027; GO:0000055; GO:0006364
mRNA.MSTRG.26260.1	GO:0005794; GO:0032580; GO:0016021; GO:0046872; GO:0003945; GO:0008489; GO:0022010; GO:0021955; GO:0010706; GO:0070085; GO:0042551; GO:0030311; GO:0040019; GO:0006486; GO:0031647
mRNA.MSTRG.16866.1	GO:0016021; GO:0005886; GO:0015297; GO:0006813; GO:0006814
mRNA.MSTRG.16263.1	GO:0005882
mRNA.MSTRG.23416.1	GO:0051213; GO:0046872
mRNA.MSTRG.20053.1	GO:0005576; GO:0005764; GO:0102121; GO:0017040; GO:0006665
mRNA.MSTRG.133.1	GO:0004842
mRNA.MSTRG.17176.1	GO:0005737; GO:0008757; GO:0008175
mRNA.MSTRG.26178.1	GO:0005737; GO:0008650
mRNA.MSTRG.5674.1	GO:0005789; GO:0016021; GO:0005525; GO:0003924
mRNA.MSTRG.10770.1	GO:0016020; GO:0004724; GO:0046872; GO:0004722
mRNA.MSTRG.4980.1	GO:0016020; GO:0004724; GO:0046872; GO:0004722
mRNA.MSTRG.10997.1	GO:0016020; GO:0004724; GO:0046872; GO:0004722
mRNA.MSTRG.14797.1	GO:0046872; GO:0004721
mRNA.MSTRG.27984.1	GO:0046872; GO:0004721
mRNA.MSTRG.22759.1	GO:0016020; GO:0004724; GO:0046872; GO:0004722
mRNA.MSTRG.3970.1	GO:0016020; GO:0004724; GO:0046872; GO:0004722
mRNA.MSTRG.1928.1	GO:0005789; GO:0140268; GO:0031234; GO:0005887; GO:0031227; GO:0016020; GO:0044232; GO:0045296; GO:0005509; GO:0005544; GO:0042802; GO:0031210; GO:0008429; GO:0035091; GO:0006897; GO:0061817; GO:0006687; GO:0006869
mRNA.MSTRG.28452.1	GO:0005930; GO:0032580; GO:0005886; GO:0001726; GO:0004445; GO:0004439; GO:0046856
mRNA.MSTRG.24751.1	GO:0005634; GO:0004198
mRNA.MSTRG.13891.1	GO:0016874; GO:0008168; GO:0016491; GO:0031177; GO:0032259
mRNA.MSTRG.17542.1	GO:0005737; GO:0005874
mRNA.MSTRG.14707.1	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
mRNA.MSTRG.1589.2	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
mRNA.MSTRG.21922.1	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
mRNA.MSTRG.27288.1	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
mRNA.MSTRG.4930.1	GO:0005929; GO:0060271; GO:0090090; GO:2000095; GO:0016055
mRNA.MSTRG.27233.1	GO:0005794; GO:0030173; GO:0015165; GO:0008643
mRNA.MSTRG.5118.1	GO:0016021; GO:0051213; GO:0018193
mRNA.MSTRG.316.1	GO:0005576
mRNA.MSTRG.21864.1	GO:0005694; GO:0016363; GO:0006310; GO:0006281; GO:0043433
mRNA.MSTRG.18376.1	GO:0005783; GO:0030176; GO:0102336; GO:0102337; GO:0102338; GO:0009922; GO:0102756; GO:0034625; GO:0034626; GO:0019367; GO:0035338; GO:0030148; GO:0006636; GO:0042761
mRNA.MSTRG.8775.1	GO:0005783; GO:0030176; GO:0102336; GO:0102337; GO:0102338; GO:0009922; GO:0102756; GO:0034625; GO:0034626; GO:0019367; GO:0035338; GO:0030148; GO:0006636; GO:0042761
mRNA.MSTRG.24955.1	GO:0005634; GO:0031490; GO:0042393; GO:0030282; GO:0061430; GO:0071348; GO:0071354; GO:1990830; GO:0071222; GO:0002281; GO:0045892; GO:0030316; GO:0072675; GO:0045944; GO:0050727; GO:0006355
mRNA.MSTRG.20107.1	GO:0016021; GO:0030133
mRNA.MSTRG.25617.1	GO:0003847; GO:0004067; GO:0004622; GO:0016747; GO:0006530; GO:0006528; GO:0016042; GO:0006644
mRNA.MSTRG.15896.1	GO:0030014; GO:0030015; GO:0005634; GO:0000932; GO:0030331; GO:0060090; GO:0042974; GO:0031047; GO:0033147; GO:0048387; GO:0000122; GO:0017148; GO:0000288; GO:0010606; GO:1900153; GO:0060213
mRNA.MSTRG.8923.1	GO:0005604; GO:0005201; GO:0009887; GO:0016477; GO:0034446; GO:0009888
mRNA.MSTRG.27552.1	noMatch
mRNA.MSTRG.17348.1	GO:0016324; GO:0005623; GO:0031410; GO:0005768; GO:0005887; GO:0005886; GO:0055038; GO:0005385; GO:0034224; GO:0006882; GO:0007165; GO:0071578; GO:0006829
mRNA.MSTRG.23018.1	GO:0005737; GO:0005525; GO:0003924; GO:0003743
mRNA.MSTRG.3827.1	GO:0005737; GO:0005524; GO:0031072; GO:0051082; GO:0008270; GO:0006260; GO:0006457; GO:0009408
mRNA.MSTRG.3952.1	GO:0009341; GO:0004565; GO:0030246; GO:0000287; GO:0005975
mRNA.MSTRG.27381.1	GO:0005737; GO:0005525; GO:0003924; GO:0046872
mRNA.MSTRG.13849.1	GO:0005524; GO:0005525
mRNA.MSTRG.10991.1	GO:0005737; GO:0070043
mRNA.MSTRG.19169.1	GO:0071546; GO:0030154; GO:0043046; GO:0031047; GO:0007140; GO:0007275; GO:0034587; GO:0007283
mRNA.MSTRG.11762.1	GO:0034707; GO:0005254
mRNA.MSTRG.11763.1	GO:0034707; GO:0005254
mRNA.MSTRG.17420.1	GO:0016491; GO:0006629
mRNA.MSTRG.24684.1	GO:0008168; GO:0006629; GO:0032259
mRNA.MSTRG.24684.2	GO:0008168; GO:0006629; GO:0032259
mRNA.MSTRG.22075.1	GO:0008168; GO:0032259
mRNA.MSTRG.22076.1	GO:0008168; GO:0032259
mRNA.MSTRG.14034.1	GO:0016491
mRNA.MSTRG.14494.1	GO:0016021; GO:0005886; GO:0071555; GO:0006869
mRNA.MSTRG.23488.1	GO:0016021; GO:0005886; GO:0071555; GO:0006869
mRNA.MSTRG.23488.2	GO:0016021; GO:0005886; GO:0071555; GO:0006869
mRNA.MSTRG.19885.1	GO:0016491
mRNA.MSTRG.14028.1	GO:0004089; GO:0008270; GO:0015976
mRNA.MSTRG.28421.1	GO:0009535; GO:0009523; GO:0009055; GO:0020037; GO:0005506; GO:0018063; GO:0019684; GO:0022904
mRNA.MSTRG.28422.1	GO:0009535; GO:0009523; GO:0009055; GO:0020037; GO:0005506; GO:0018063; GO:0019684; GO:0022904
mRNA.MSTRG.13202.1	GO:0009535; GO:0009522; GO:0051539; GO:0009055; GO:0046872; GO:0009773
mRNA.MSTRG.22704.1	GO:0009535; GO:0009522; GO:0051539; GO:0009055; GO:0046872; GO:0009773
mRNA.MSTRG.14122.1	GO:0005509; GO:0042803
mRNA.MSTRG.19730.1	GO:0005737; GO:0051539; GO:0046872; GO:0070040; GO:0019843; GO:0002935; GO:0000049; GO:0070475
mRNA.MSTRG.3111.1	GO:0005794; GO:0016021; GO:0031902; GO:0005765; GO:0005886; GO:0005337
mRNA.MSTRG.28857.1	GO:0005623; GO:0000794; GO:0005783; GO:0001650; GO:0005730; GO:0005654; GO:0030687; GO:0008097; GO:0000447; GO:0002244; GO:0007080; GO:1902570; GO:1901796; GO:0000027; GO:0042273; GO:0000055
mRNA.MSTRG.27237.1	GO:0005814; GO:0036064; GO:0097542; GO:0005929; GO:0005737; GO:0060271; GO:0045880
mRNA.MSTRG.16473.1	GO:0005737; GO:0005634; GO:0005524; GO:0004674; GO:0035556; GO:0006468
mRNA.MSTRG.1146.1	GO:0009507; GO:0042644; GO:0009570; GO:0005634; GO:0042646; GO:0005524; GO:0046872; GO:0004747; GO:0019303; GO:0009116
mRNA.MSTRG.21946.1	GO:0009507; GO:0042644; GO:0009570; GO:0005634; GO:0042646; GO:0005524; GO:0046872; GO:0004747; GO:0019303; GO:0009116
mRNA.MSTRG.3849.1	GO:0016021; GO:0005886; GO:0015297; GO:0015081; GO:0006885
mRNA.MSTRG.18570.1	noMatch
mRNA.MSTRG.5241.1	GO:0005794; GO:0016021; GO:0031902; GO:0015031
mRNA.MSTRG.13416.1	GO:0005634; GO:0004252; GO:0006915
mRNA.MSTRG.5848.1	GO:0000932; GO:0005524; GO:0003723; GO:0003724; GO:0006397; GO:0051028; GO:0006417
mRNA.MSTRG.21973.1	GO:0016282; GO:0033290; GO:0005852; GO:0003743; GO:0031369; GO:0001732
mRNA.MSTRG.10909.1	GO:0033180; GO:0046961
mRNA.MSTRG.19154.1	GO:0005789; GO:0012507; GO:0006888; GO:0015031
mRNA.MSTRG.19154.2	GO:0005789; GO:0012507; GO:0006888; GO:0015031
mRNA.MSTRG.20062.1	GO:0005576; GO:0016162; GO:0030248; GO:0030245
mRNA.MSTRG.16290.1	GO:0015629; GO:0005737; GO:0005634; GO:0003779; GO:0033745; GO:0070191; GO:0033743; GO:0008270; GO:0030041; GO:0045087; GO:0030091
mRNA.MSTRG.3154.1	GO:0031969; GO:0016021; GO:0010355; GO:0010356; GO:0010357; GO:0102661; GO:0016117; GO:0010236
mRNA.MSTRG.17040.1	GO:0005737; GO:0005524; GO:0016887; GO:0042626
mRNA.MSTRG.12525.1	GO:0004619; GO:0006096
mRNA.MSTRG.12525.2	GO:0004619; GO:0006096
mRNA.MSTRG.23527.1	GO:0005887; GO:0022857
mRNA.MSTRG.3941.1	GO:0005524; GO:0000287; GO:0016779
mRNA.MSTRG.18431.1	GO:0008425; GO:0008689; GO:0032259; GO:0006744
mRNA.MSTRG.11214.1	GO:0008168; GO:0032259
mRNA.MSTRG.20166.1	GO:0005930; GO:0031514; GO:0001534; GO:0035082; GO:0003341; GO:0060294
mRNA.MSTRG.22373.1	GO:0005737; GO:0005829; GO:0016020; GO:0005739; GO:0047617; GO:0003996; GO:0047676; GO:0005524; GO:0102391; GO:0004467; GO:0030154; GO:0006631; GO:0007275; GO:0007283
mRNA.MSTRG.22070.1	GO:0016021; GO:0016020; GO:0005886; GO:0015297; GO:0022857; GO:0042910
mRNA.MSTRG.5689.1	GO:0016021; GO:0016020; GO:0005886; GO:0015297; GO:0022857; GO:0042910
mRNA.MSTRG.6878.1	GO:0016021; GO:0016020; GO:0005886; GO:0015297; GO:0022857; GO:0042910
mRNA.MSTRG.6789.1	GO:0005739; GO:0071949; GO:0016491
mRNA.MSTRG.1684.1	noMatch
mRNA.MSTRG.24071.1	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
mRNA.MSTRG.27717.1	GO:0009507; GO:0031969; GO:0016021; GO:0009536; GO:0002229; GO:0034635; GO:0046686
mRNA.MSTRG.1645.1	GO:0046538; GO:0006094; GO:0006096
mRNA.MSTRG.21243.1	GO:0005737; GO:0003723; GO:0016434
mRNA.MSTRG.19082.1	GO:0005737; GO:0005524; GO:0000049; GO:0051392; GO:0051391; GO:0002101
mRNA.MSTRG.498.1	GO:0005737; GO:0005524; GO:0000049; GO:0051392; GO:0051391; GO:0002101
mRNA.MSTRG.24221.1	GO:0005737; GO:0047964; GO:0051287
mRNA.MSTRG.18781.1	GO:0030697
mRNA.MSTRG.9784.1	GO:0008803
mRNA.MSTRG.8809.1	GO:0016491
mRNA.MSTRG.6572.1	GO:0016787
mRNA.MSTRG.7893.1	GO:0003723; GO:0008173; GO:0006396
mRNA.MSTRG.23602.1	GO:0005737; GO:0051539; GO:0046872; GO:0070040; GO:0019843; GO:0002935; GO:0000049; GO:0070475
mRNA.MSTRG.16324.1	GO:0000287; GO:0008964; GO:0015977; GO:0006107; GO:0006099
mRNA.MSTRG.16601.1	GO:0004332; GO:0008270; GO:0006096
mRNA.MSTRG.6604.1	GO:0004332; GO:0008270; GO:0006096
mRNA.MSTRG.6604.2	GO:0004332; GO:0008270; GO:0006096
mRNA.MSTRG.856.1	GO:0016706; GO:0005506; GO:0031418
mRNA.MSTRG.16706.1	GO:0005576
mRNA.MSTRG.20555.1	GO:0005576
mRNA.MSTRG.2705.1	GO:0005623; GO:0019898; GO:0031902; GO:0019538; GO:0045053; GO:0006623
mRNA.MSTRG.1564.1	GO:0034704; GO:0034703; GO:0060170; GO:0031410; GO:0005783; GO:0005887; GO:0043231; GO:0016020; GO:0097730; GO:0005886; GO:0043235; GO:0051393; GO:0005227; GO:0005262; GO:0005509; GO:0015269; GO:0005261; GO:0008092; GO:0042802; GO:0051371; GO:0005272; GO:0006812; GO:0071468; GO:0071467; GO:0001581; GO:0050912; GO:0050982; GO:0098662; GO:0071805; GO:0051289; GO:0051262; GO:0009415; GO:0050915; GO:0007224; GO:0035725
mRNA.MSTRG.21886.1	GO:0034704; GO:0034703; GO:0060170; GO:0031410; GO:0005783; GO:0005887; GO:0043231; GO:0016020; GO:0097730; GO:0005886; GO:0043235; GO:0051393; GO:0005227; GO:0005262; GO:0005509; GO:0015269; GO:0005261; GO:0008092; GO:0042802; GO:0051371; GO:0005272; GO:0006812; GO:0071468; GO:0071467; GO:0001581; GO:0050912; GO:0050982; GO:0098662; GO:0071805; GO:0051289; GO:0051262; GO:0009415; GO:0050915; GO:0007224; GO:0035725
mRNA.MSTRG.3502.1	GO:0034704; GO:0034703; GO:0060170; GO:0031410; GO:0005783; GO:0005887; GO:0043231; GO:0016020; GO:0097730; GO:0005886; GO:0043235; GO:0051393; GO:0005227; GO:0005262; GO:0005509; GO:0015269; GO:0005261; GO:0008092; GO:0042802; GO:0051371; GO:0005272; GO:0006812; GO:0071468; GO:0071467; GO:0001581; GO:0050912; GO:0050982; GO:0098662; GO:0071805; GO:0051289; GO:0051262; GO:0009415; GO:0050915; GO:0007224; GO:0035725
mRNA.MSTRG.8406.1	noMatch
mRNA.MSTRG.20323.1	GO:0071013; GO:0016604; GO:0005654; GO:0005634; GO:0071007; GO:0005524; GO:0042802; GO:0003723; GO:0003724; GO:0000398; GO:0000390
mRNA.MSTRG.15558.1	GO:0030424; GO:0043197; GO:0098978; GO:0099092; GO:0099519; GO:0001701; GO:0060998; GO:0061001
mRNA.MSTRG.22416.1	GO:0005783; GO:0005789; GO:0016021; GO:0005811; GO:0052689; GO:0004622; GO:0034638
mRNA.MSTRG.16477.1	GO:0097512; GO:0016020; GO:0016459; GO:0032982; GO:0051015; GO:0005524; GO:0003774
mRNA.MSTRG.23031.1	GO:0097512; GO:0016020; GO:0016459; GO:0032982; GO:0051015; GO:0005524; GO:0003774
mRNA.MSTRG.1071.1	GO:0036128; GO:0036126; GO:0005227; GO:0005262; GO:0005244; GO:0009566; GO:0030317; GO:0007275; GO:0034765; GO:0048240
mRNA.MSTRG.13316.1	GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030016; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591
mRNA.MSTRG.16769.1	GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030016; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591
mRNA.MSTRG.16770.1	GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030016; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591
mRNA.MSTRG.18251.1	GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030016; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591
mRNA.MSTRG.4628.1	GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030016; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591
mRNA.MSTRG.4750.1	GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030016; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591
mRNA.MSTRG.15266.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.15775.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.21416.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.26198.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.28414.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.2998.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.7911.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.9983.1	GO:0005737; GO:0031012; GO:0005576; GO:0005615; GO:0016020; GO:0005634; GO:0005509; GO:0003682; GO:0016477; GO:0008544; GO:0090136; GO:0010467; GO:0003017; GO:0001945; GO:0036303; GO:0048014; GO:0120193
mRNA.MSTRG.14919.1	GO:0036064; GO:0005737; GO:0008017; GO:0007288
mRNA.MSTRG.19931.1	GO:0005929
mRNA.MSTRG.8053.1	GO:0000777; GO:0005524; GO:0003677; GO:0003678; GO:0015616; GO:0007049; GO:0051301; GO:0016539
mRNA.MSTRG.10888.1	GO:0005840; GO:0019843; GO:0003735; GO:0006412
